Data;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31
01/12/1996;386,2367;343,2982;307,9049;288,9818;285,8551;285,8551;340,0442;353,1029;389,5874;317,4691;349,8276;447,5452;546,8494;535,9933;543,2251;543,2251;535,9933;510,8597;482,4817;500,1742;500,1742;590,7683;797,4923;850,5233;871,1519;896,0671;879,4376;959,1072;993,1584;1018,8888;1001,717
01/11/1996;1127,8223;1097,0453;1083,92;1057,7878;993,1584;933,7638;879,4376;846,4123;838,2052;854,6392;871,1519;813,7037;765,9822;750,3379;773,8322;854,6392;963,3475;971,8418;946,4144;896,0671;817,7748;734,7684;680,8779;642,9744;605,5799;561,4019;521,5971;478,9609;447,5452;416,6305;
01/10/1996;908,5898;896,0671;887,7427;875,2924;858,76;834,1092;801,5209;765,9822;727,0121;707,7048;692,3458;673,2572;734,7684;850,5233;875,2924;842,3063;817,7748;793,5376;846,4123;1196,669;1272,2563;1246,8939;1226,7236;1206,6603;1206,6603;1231,7562;1231,7562;1201,6613;1163,2528;1132,2362;1110,2096
01/09/1996;359,6745;416,6305;440,6313;620,4756;684,6956;703,8577;715,4133;723,141;813,7037;817,7748;809,6377;809,6377;801,5209;785,6417;762,0641;730,8879;700,0156;658,0756;616,7439;583,3944;554,1146;521,5971;489,541;468,4345;579,7154;669,4544;646,7422;754,242;916,9621;933,7638;
01/08/1996;343,2982;323,8825;304,7319;285,8551;273,4274;258,0746;251,9914;255,0288;258,0746;369,5841;426,8786;420,0402;426,8786;468,4345;738,6537;777,7641;758,1507;762,0641;750,3379;723,141;661,8635;594,4633;521,5971;464,9377;423,4562;382,8926;346,5594;320,6721;298,4087;285,8551;282,7362
01/07/1996;700,0156;692,3458;692,3458;665,6565;631,7019;590,7683;642,9744;830,0181;1141,0769;1401,5215;1491,7084;1523,9719;1513,1926;1470,3242;1433,1437;1401,5215;1380,5676;1364,9194;1344,1455;1313,179;1287,5531;1236,7954;1149,9346;1036,1326;875,2924;696,1782;568,711;489,541;433,7424;392,9448;366,274
01/06/1996;140,7468;138,1009;138,1009;143,4043;143,4043;151,4449;154,1474;154,1474;151,4449;148,7535;143,4043;132,844;132,844;130,2333;125,0482;127,6347;184,5778;457,9624;900,2366;1023,193;1027,5017;984,618;933,7638;887,7427;846,4123;789,5874;750,3379;773,8322;738,6537;711,5566;
01/05/1996;270,3405;267,2618;261,1288;255,0288;245,9419;239,9265;233,9457;230,9684;222,0899;219,1483;210,3784;201,692;195,9485;187,4057;184,5778;178,9519;176,1541;170,5893;165,0661;165,0661;159,5852;159,5852;159,5852;154,1474;151,4449;148,7535;148,7535;146,0733;143,4043;140,7468;140,7468
01/04/1996;1375,3451;1401,5215;1427,8575;1422,5776;1422,5776;1427,8575;1422,5776;1412,0367;1391,0319;1359,7163;1323,4752;1272,2563;1206,6603;1123,4127;1023,193;908,5898;789,5874;684,6956;594,4633;521,5971;464,9377;416,6305;372,901;359,6745;336,7974;317,4691;298,4087;285,8551;279,6253;273,4274;
01/03/1996;842,3063;821,8508;883,5878;937,976;993,1584;1006,0032;984,618;976,096;963,3475;937,976;908,5898;883,5878;862,8858;842,3063;821,8508;821,8508;1031,815;1241,8413;1257,019;1236,7954;1201,6613;1167,7007;1163,2528;1132,2362;1075,1918;1023,193;1119,0074;1292,665;1292,665;1318,3239;1354,5197
01/02/1996;1422,5776;1422,5776;1396,2734;1349,3293;1297,7838;1241,8413;1154,3698;1049,1124;1027,5017;1040,4548;1049,1124;1097,0453;1092,6659;1062,1323;1053,448;1049,1124;1049,1124;1049,1124;1044,7814;1036,1326;1023,193;984,618;959,1072;942,1929;916,9621;887,7427;858,76;830,0181;850,5233;;
01/01/1996;528,7839;500,1742;468,4345;426,8786;399,6794;399,6794;423,4562;420,0402;413,2274;430,3073;447,5452;454,4838;471,9373;507,2921;576,0419;669,4544;908,5898;1105,8173;1141,0769;1145,5035;1141,0769;1127,8223;1158,8092;1186,7046;1191,6833;1231,7562;1267,1707;1297,7838;1328,633;1359,7163;1391,0319
01/12/1995;225,0405;207,4735;195,9485;193,0911;190,2435;181,7598;178,9519;178,9519;178,9519;173,3666;165,0661;156,8608;190,2435;207,4735;213,2925;216,2158;207,4735;201,692;193,0911;190,2435;187,4057;176,1541;167,8225;176,1541;176,1541;181,7598;233,9457;359,6745;451,0114;510,8597;535,9933
01/11/1995;461,447;454,4838;440,6313;420,0402;389,5874;366,274;346,5594;327,1003;307,9049;288,9818;285,8551;304,7319;314,2735;323,8825;340,0442;440,6313;507,2921;503,7302;478,9609;451,0114;420,0402;389,5874;353,1029;323,8825;298,4087;279,6253;273,4274;267,2618;248,9624;236,9317;
01/10/1995;1092,6659;1092,6659;1075,1918;1044,7814;1066,481;1123,4127;1114,6063;1097,0453;1097,0453;1044,7814;988,8859;929,5563;912,7736;993,1584;942,1929;834,1092;742,5437;680,8779;627,9547;613,0173;613,0173;583,3944;554,1146;518,0123;489,541;454,4838;433,7424;507,2921;500,1742;461,447;454,4838
01/09/1995;119,9123;117,3631;112,303;109,7924;109,7924;107,295;104,8109;104,8109;102,3403;99,8834;97,4404;95,0115;95,0115;92,5968;92,5968;90,1965;92,5968;92,5968;95,0115;102,3403;112,303;125,0482;176,1541;333,5578;461,447;561,4019;1057,7878;1186,7046;1201,6613;1145,5035;
01/08/1995;255,0288;239,9265;228;245,9419;261,1288;261,1288;282,7362;301,5665;298,4087;298,4087;285,8551;270,3405;255,0288;242,9299;225,0405;210,3784;193,0911;181,7598;173,3666;167,8225;162,3203;159,5852;156,8608;154,1474;154,1474;154,1474;148,7535;143,4043;135,4666;132,844;125,0482
01/07/1995;550,4792;518,0123;493,0796;514,4331;500,1742;510,8597;654,2928;1070,8342;1145,5035;1186,7046;1221,6978;1221,6978;1216,6786;1211,6661;1231,7562;1257,019;1277,3488;1292,665;1287,5531;1262,0916;1206,6603;1114,6063;971,8418;793,5376;631,7019;493,0796;396,3088;343,2982;311,0854;285,8551;270,3405
01/06/1995;97,4404;95,0115;95,0115;92,5968;92,5968;90,1965;90,1965;92,5968;99,8834;114,8266;143,4043;148,7535;146,0733;140,7468;130,2333;119,9123;112,303;109,7924;107,295;107,295;109,7924;119,9123;130,2333;138,1009;349,8276;454,4838;461,447;521,5971;579,7154;579,7154;
01/05/1995;176,1541;167,8225;156,8608;148,7535;140,7468;135,4666;132,844;127,6347;127,6347;127,6347;130,2333;130,2333;132,844;135,4666;132,844;130,2333;130,2333;125,0482;125,0482;119,9123;119,9123;119,9123;119,9123;117,3631;112,303;109,7924;104,8109;102,3403;102,3403;99,8834;97,4404
01/04/1995;248,9624;248,9624;242,9299;236,9317;228;219,1483;204,578;190,2435;181,7598;178,9519;176,1541;176,1541;176,1541;178,9519;173,3666;170,5893;167,8225;170,5893;170,5893;204,578;236,9317;245,9419;251,9914;261,1288;264,1912;255,0288;236,9317;225,0405;207,4735;193,0911;
01/03/1995;997,4354;954,8716;921,1554;916,9621;887,7427;862,8858;854,6392;817,7748;765,9822;719,2748;673,2572;631,7019;590,7683;554,1146;518,0123;486,0084;468,4345;451,0114;433,7424;413,2274;389,5874;372,901;356,3852;353,1029;333,5578;311,0854;285,8551;267,2618;255,0288;251,9914;251,9914
01/02/1995;1638,64;1518,5791;1497,0701;1433,1437;1318,3239;1231,7562;1158,8092;1088,2908;1040,4548;1105,8173;1105,8173;1057,7878;1027,5017;1023,193;1018,8888;1014,589;1031,815;1062,1323;1070,8342;1079,5538;1075,1918;1062,1323;1053,448;1066,481;1092,6659;1075,1918;1049,1124;1027,5017;;;
01/01/1995;503,7302;554,1146;635,4543;669,4544;658,0756;650,5149;707,7048;805,5768;871,1519;984,618;1123,4127;1246,8939;1502,438;1671,8947;1761,6249;1852,8628;1974,8563;2081,41;2189,7632;2299,8838;2399,2285;2436,8325;2443,1182;2405,4827;2374,2646;2287,562;2226,2751;2141,386;2021,9893;1893,2467;1761,6249
01/12/1994;413,2274;379,5553;353,1029;317,4691;288,9818;267,2618;258,0746;258,0746;276,5223;301,5665;314,2735;307,9049;298,4087;276,5223;267,2618;279,6253;292,1163;304,7319;314,2735;320,6721;311,0854;298,4087;282,7362;264,1912;255,0288;248,9624;261,1288;261,1288;273,4274;292,1163;389,5874
01/11/1994;413,2274;444,0852;406,4404;349,8276;323,8825;327,1003;454,4838;464,9377;478,9609;535,9933;532,3858;546,8494;587,0787;598,1635;576,0419;525,1877;489,541;554,1146;650,5149;723,141;742,5437;734,7684;707,7048;661,8635;601,8691;543,2251;496,6239;468,4345;454,4838;468,4345;
01/10/1994;109,7924;109,7924;130,2333;156,8608;167,8225;173,3666;184,5778;190,2435;178,9519;156,8608;138,1009;125,0482;117,3631;114,8266;109,7924;109,7924;107,295;107,295;119,9123;162,3203;248,9624;314,2735;353,1029;359,6745;349,8276;386,2367;430,3073;409,8306;399,6794;409,8306;416,6305
01/09/1994;178,9519;176,1541;170,5893;165,0661;159,5852;154,1474;156,8608;162,3203;167,8225;165,0661;159,5852;156,8608;151,4449;159,5852;193,0911;207,4735;181,7598;173,3666;162,3203;156,8608;148,7535;140,7468;132,844;125,0482;122,474;117,3631;117,3631;114,8266;114,8266;109,7924;
01/08/1994;1018,8888;988,8859;959,1072;916,9621;867,0164;817,7748;750,3379;661,8635;565,0537;486,0084;426,8786;386,2367;356,3852;336,7974;323,8825;304,7319;288,9818;276,5223;264,1912;258,0746;248,9624;242,9299;233,9457;225,0405;216,2158;207,4735;201,692;195,9485;193,0911;187,4057;184,5778
01/07/1994;875,2924;954,8716;1010,2938;1070,8342;1158,8092;1251,9531;1297,7838;1323,4752;1313,179;1272,2563;1221,6978;1176,6091;1136,6544;1092,6659;1053,448;997,4354;937,976;883,5878;817,7748;746,4384;654,2928;568,711;594,4633;654,2928;688,5183;850,5233;1083,92;1105,8173;1075,1918;1049,1124;1036,1326
01/06/1994;715,4133;727,0121;700,0156;703,8577;730,8879;727,0121;742,5437;773,8322;797,4923;789,5874;773,8322;750,3379;723,141;673,2572;601,8691;539,6064;482,4817;433,7424;416,6305;565,0537;750,3379;929,5563;942,1929;921,1554;988,8859;1010,2938;980,3547;950,6407;929,5563;904,4108;
01/05/1994;413,2274;376,2248;330,3254;295,2586;264,1912;239,9265;222,0899;207,4735;195,9485;193,0911;258,0746;700,0156;862,8858;854,6392;830,0181;842,3063;834,1092;801,5209;742,5437;673,2572;598,1635;532,3858;510,8597;590,7683;684,6956;723,141;750,3379;754,242;754,242;730,8879;703,8577
01/04/1994;298,4087;327,1003;340,0442;349,8276;346,5594;340,0442;320,6721;295,2586;276,5223;264,1912;245,9419;219,1483;201,692;193,0911;193,0911;204,578;219,1483;228;228;225,0405;213,2925;219,1483;251,9914;239,9265;288,9818;447,5452;587,0787;521,5971;461,447;437,1837;
01/03/1994;789,5874;765,9822;715,4133;669,4544;616,7439;565,0537;503,7302;454,4838;423,4562;389,5874;399,6794;451,0114;496,6239;514,4331;503,7302;475,4461;451,0114;430,3073;426,8786;430,3073;406,4404;372,901;323,8825;288,9818;267,2618;245,9419;230,9684;225,0405;216,2158;210,3784;216,2158
01/02/1994;216,2158;233,9457;279,6253;362,9708;376,2248;382,8926;433,7424;461,447;451,0114;451,0114;518,0123;543,2251;613,0173;688,5183;723,141;707,7048;680,8779;696,1782;723,141;758,1507;769,9049;785,6417;777,7641;758,1507;762,0641;797,4923;789,5874;797,4923;;;
01/01/1994;204,578;210,3784;201,692;184,5778;178,9519;165,0661;154,1474;154,1474;156,8608;159,5852;156,8608;167,8225;181,7598;181,7598;170,5893;151,4449;140,7468;140,7468;156,8608;173,3666;162,3203;154,1474;148,7535;154,1474;159,5852;165,0661;178,9519;187,4057;193,0911;193,0911;193,0911
01/12/1993;298,4087;314,2735;292,1163;273,4274;276,5223;327,1003;399,6794;496,6239;532,3858;594,4633;568,711;546,8494;521,5971;546,8494;528,7839;510,8597;493,0796;468,4345;464,9377;444,0852;420,0402;382,8926;336,7974;298,4087;279,6253;264,1912;239,9265;230,9684;228;216,2158;207,4735
01/11/1993;557,7555;525,1877;489,541;451,0114;420,0402;392,9448;413,2274;409,8306;389,5874;362,9708;343,2982;323,8825;301,5665;292,1163;285,8551;273,4274;258,0746;270,3405;258,0746;236,9317;222,0899;210,3784;198,8154;187,4057;190,2435;207,4735;216,2158;219,1483;245,9419;261,1288;
01/10/1993;1992,4889;2105,334;2220,1763;2399,2285;2640,557;2764,003;2757,4602;2705,3005;2634,1106;2569,9292;2518,9553;2455,7053;2386,736;2306,053;2207,9946;2123,3352;1986,6057;1864,3722;1722,1808;1561,8945;1391,0319;1196,669;1040,4548;908,5898;817,7748;825,9319;789,5874;738,6537;692,3458;639,2118;605,5799
01/09/1993;162,3203;159,5852;154,1474;148,7535;156,8608;165,0661;167,8225;170,5893;167,8225;165,0661;167,8225;173,3666;187,4057;210,3784;225,0405;230,9684;233,9457;236,9317;258,0746;285,8551;468,4345;707,7048;954,8716;1364,9194;1567,3365;1611,094;1660,7856;1694,1843;1699,7717;1818,4736;
01/08/1993;594,4633;550,4792;525,1877;496,6239;457,9624;426,8786;406,4404;389,5874;379,5553;359,6745;340,0442;320,6721;298,4087;282,7362;270,3405;261,1288;251,9914;245,9419;242,9299;239,9265;236,9317;233,9457;236,9317;228;216,2158;207,4735;198,8154;190,2435;184,5778;176,1541;170,5893
01/07/1993;420,0402;389,5874;372,901;372,901;376,2248;356,3852;343,2982;327,1003;311,0854;288,9818;288,9818;314,2735;343,2982;362,9708;426,8786;486,0084;514,4331;669,4544;813,7037;834,1092;850,5233;858,76;862,8858;850,5233;846,4123;793,5376;758,1507;715,4133;703,8577;730,8879;673,2572
01/06/1993;734,7684;627,9547;583,3944;572,3737;700,0156;727,0121;707,7048;707,7048;719,2748;711,5566;688,5183;661,8635;627,9547;601,8691;579,7154;554,1146;535,9933;550,4792;565,0537;587,0787;598,1635;605,5799;609,296;601,8691;594,4633;572,3737;543,2251;528,7839;503,7302;464,9377;
01/05/1993;230,9684;216,2158;207,4735;190,2435;204,578;307,9049;295,2586;270,3405;270,3405;279,6253;267,2618;248,9624;295,2586;904,4108;1158,8092;1132,2362;1119,0074;1110,2096;1097,0453;1083,92;1075,1918;1057,7878;1040,4548;1018,8888;993,1584;950,6407;887,7427;797,4923;738,6537;688,5183;758,1507
01/04/1993;661,8635;673,2572;650,5149;601,8691;601,8691;594,4633;579,7154;535,9933;557,7555;550,4792;543,2251;535,9933;507,2921;359,6745;433,7424;413,2274;396,3088;392,9448;382,8926;330,3254;298,4087;301,5665;304,7319;307,9049;320,6721;330,3254;314,2735;295,2586;276,5223;251,9914;
01/03/1993;1010,2938;993,1584;976,096;942,1929;925,3535;891,9025;883,5878;875,2924;846,4123;817,7748;789,5874;754,242;707,7048;700,0156;680,8779;620,4756;561,4019;514,4331;521,5971;518,0123;535,9933;550,4792;557,7555;624,2126;684,6956;715,4133;719,2748;727,0121;707,7048;692,3458;673,2572
01/02/1993;376,2248;366,274;386,2367;440,6313;478,9609;486,0084;510,8597;525,1877;507,2921;478,9609;475,4461;486,0084;493,0796;521,5971;627,9547;646,7422;715,4133;908,5898;896,0671;875,2924;912,7736;980,3547;1001,717;1031,815;1044,7814;1053,448;1040,4548;1018,8888;;;
01/01/1993;112,303;109,7924;107,295;112,303;112,303;125,0482;122,474;114,8266;114,8266;135,4666;176,1541;201,692;207,4735;236,9317;285,8551;285,8551;276,5223;282,7362;276,5223;273,4274;264,1912;242,9299;216,2158;193,0911;181,7598;181,7598;213,2925;239,9265;248,9624;311,0854;382,8926
01/12/1992;546,8494;546,8494;514,4331;507,2921;493,0796;454,4838;423,4562;399,6794;366,274;336,7974;317,4691;295,2586;279,6253;264,1912;248,9624;225,0405;207,4735;198,8154;187,4057;181,7598;176,1541;165,0661;154,1474;154,1474;148,7535;143,4043;138,1009;127,6347;119,9123;117,3631;112,303
01/11/1992;248,9624;264,1912;301,5665;406,4404;420,0402;420,0402;430,3073;423,4562;399,6794;372,901;349,8276;340,0442;323,8825;304,7319;292,1163;292,1163;279,6253;261,1288;239,9265;225,0405;210,3784;207,4735;225,0405;233,9457;392,9448;565,0537;554,1146;518,0123;514,4331;507,2921;
01/10/1992;489,541;454,4838;426,8786;396,3088;366,274;336,7974;317,4691;304,7319;295,2586;288,9818;288,9818;311,0854;320,6721;314,2735;317,4691;327,1003;340,0442;356,3852;349,8276;362,9708;382,8926;386,2367;369,5841;346,5594;323,8825;298,4087;270,3405;248,9624;255,0288;258,0746;248,9624
01/09/1992;658,0756;616,7439;594,4633;565,0537;546,8494;518,0123;486,0084;451,0114;423,4562;399,6794;382,8926;379,5553;382,8926;372,901;362,9708;366,274;362,9708;362,9708;389,5874;399,6794;386,2367;376,2248;366,274;366,274;489,541;627,9547;525,1877;532,3858;539,6064;521,5971;
01/08/1992;769,9049;809,6377;862,8858;871,1519;879,4376;875,2924;871,1519;867,0164;879,4376;904,4108;967,5924;1040,4548;1070,8342;1066,481;1053,448;1049,1124;1049,1124;1066,481;1083,92;1057,7878;1010,2938;976,096;988,8859;980,3547;925,3535;879,4376;834,1092;793,5376;758,1507;719,2748;692,3458
01/07/1992;1241,8413;1380,5676;1391,0319;1354,5197;1297,7838;1318,3239;1349,3293;1338,9681;1302,909;1267,1707;1226,7236;1176,6091;1132,2362;1075,1918;1006,0032;959,1072;937,976;933,7638;942,1929;933,7638;925,3535;921,1554;929,5563;916,9621;891,9025;871,1519;867,0164;883,5878;854,6392;817,7748;789,5874
01/06/1992;3613,01;3605,873;3613,01;3663,0962;3742,2534;3829,2305;3894,8872;3909,5266;3887,574;3858,3665;3742,2534;3605,873;3442,9944;3248,0342;3036,5325;2823,1123;2595,5403;2368,037;2171,5806;1916,4496;1627,6034;1292,665;950,6407;665,6565;478,9609;433,7424;399,6794;372,901;420,0402;846,4123;
01/05/1992;207,4735;222,0899;279,6253;307,9049;343,2982;340,0442;330,3254;323,8825;307,9049;288,9818;258,0746;225,0405;255,0288;349,8276;430,3073;451,0114;475,4461;594,4633;631,7019;616,7439;646,7422;711,5566;942,1929;984,618;933,7638;900,2366;1083,92;1475,6609;2518,9553;3275,6594;3563,148
01/04/1992;871,1519;846,4123;834,1092;809,6377;789,5874;769,9049;746,4384;711,5566;661,8635;613,0173;557,7555;500,1742;454,4838;420,0402;396,3088;336,7974;298,4087;273,4274;258,0746;248,9624;230,9684;207,4735;190,2435;176,1541;178,9519;201,692;204,578;207,4735;207,4735;210,3784;
01/03/1992;420,0402;413,2274;396,3088;372,901;346,5594;317,4691;301,5665;304,7319;330,3254;346,5594;409,8306;416,6305;392,9448;426,8786;440,6313;403,0566;372,901;359,6745;372,901;382,8926;376,2248;376,2248;389,5874;464,9377;654,2928;727,0121;785,6417;834,1092;875,2924;896,0671;904,4108
01/02/1992;148,7535;173,3666;261,1288;282,7362;282,7362;267,2618;258,0746;255,0288;251,9914;248,9624;248,9624;255,0288;258,0746;261,1288;251,9914;233,9457;216,2158;210,3784;222,0899;236,9317;245,9419;239,9265;239,9265;239,9265;248,9624;270,3405;323,8825;366,274;413,2274;;
01/01/1992;719,2748;673,2572;635,4543;579,7154;503,7302;440,6313;376,2248;323,8825;330,3254;314,2735;292,1163;301,5665;311,0854;282,7362;267,2618;230,9684;201,692;184,5778;187,4057;176,1541;173,3666;162,3203;162,3203;159,5852;159,5852;159,5852;151,4449;151,4449;146,0733;143,4043;135,4666
01/12/1991;165,0661;154,1474;140,7468;130,2333;127,6347;119,9123;119,9123;132,844;146,0733;248,9624;386,2367;433,7424;444,0852;437,1837;430,3073;420,0402;413,2274;406,4404;389,5874;382,8926;406,4404;396,3088;430,3073;535,9933;746,4384;817,7748;854,6392;862,8858;850,5233;830,0181;789,5874
01/11/1991;528,7839;579,7154;620,4756;654,2928;650,5149;639,2118;631,7019;609,296;576,0419;535,9933;457,9624;437,1837;396,3088;327,1003;346,5594;369,5841;399,6794;416,6305;396,3088;372,901;362,9708;298,4087;258,0746;230,9684;210,3784;190,2435;187,4057;181,7598;173,3666;170,5893;
01/10/1991;130,2333;135,4666;148,7535;138,1009;146,0733;204,578;550,4792;525,1877;510,8597;703,8577;813,7037;821,8508;805,5768;805,5768;781,7006;758,1507;734,7684;711,5566;665,6565;609,296;546,8494;464,9377;403,0566;359,6745;330,3254;295,2586;336,7974;366,274;376,2248;416,6305;493,0796
01/09/1991;201,692;198,8154;193,0911;181,7598;162,3203;154,1474;154,1474;151,4449;148,7535;146,0733;140,7468;135,4666;130,2333;130,2333;130,2333;127,6347;127,6347;122,474;117,3631;114,8266;112,303;112,303;109,7924;109,7924;109,7924;104,8109;104,8109;107,295;107,295;109,7924;
01/08/1991;173,3666;162,3203;159,5852;154,1474;146,0733;173,3666;228;245,9419;236,9317;416,6305;539,6064;616,7439;658,0756;669,4544;646,7422;620,4756;601,8691;565,0537;507,2921;451,0114;420,0402;392,9448;362,9708;340,0442;320,6721;285,8551;228;225,0405;216,2158;207,4735;204,578
01/07/1991;1049,1124;1023,193;993,1584;937,976;887,7427;830,0181;773,8322;723,141;605,5799;510,8597;493,0796;493,0796;416,6305;369,5841;336,7974;340,0442;320,6721;295,2586;273,4274;261,1288;242,9299;233,9457;236,9317;248,9624;233,9457;219,1483;207,4735;184,5778;176,1541;173,3666;170,5893
01/06/1991;104,8109;102,3403;99,8834;95,0115;92,5968;148,7535;216,2158;242,9299;245,9419;255,0288;258,0746;251,9914;239,9265;222,0899;195,9485;184,5778;165,0661;154,1474;132,844;148,7535;521,5971;711,5566;963,3475;1110,2096;1101,4291;1079,5538;1062,1323;1066,481;1083,92;1079,5538;
01/05/1991;207,4735;195,9485;181,7598;159,5852;151,4449;143,4043;138,1009;135,4666;130,2333;122,474;119,9123;114,8266;112,303;114,8266;178,9519;222,0899;198,8154;181,7598;184,5778;184,5778;176,1541;173,3666;176,1541;170,5893;154,1474;135,4666;127,6347;122,474;117,3631;112,303;107,295
01/04/1991;190,2435;190,2435;170,5893;156,8608;148,7535;148,7535;143,4043;143,4043;143,4043;143,4043;140,7468;140,7468;187,4057;245,9419;216,2158;204,578;181,7598;181,7598;213,2925;204,578;190,2435;187,4057;176,1541;184,5778;213,2925;222,0899;213,2925;213,2925;216,2158;213,2925;
01/03/1991;138,1009;138,1009;138,1009;138,1009;135,4666;135,4666;162,3203;170,5893;178,9519;181,7598;181,7598;195,9485;248,9624;285,8551;304,7319;301,5665;292,1163;273,4274;251,9914;239,9265;225,0405;236,9317;273,4274;295,2586;314,2735;295,2586;267,2618;242,9299;219,1483;204,578;184,5778
01/02/1991;379,5553;349,8276;327,1003;301,5665;279,6253;267,2618;264,1912;270,3405;285,8551;285,8551;270,3405;261,1288;270,3405;288,9818;276,5223;264,1912;258,0746;245,9419;233,9457;228;195,9485;184,5778;176,1541;159,5852;156,8608;162,3203;156,8608;143,4043;;;
01/01/1991;195,9485;193,0911;184,5778;193,0911;193,0911;187,4057;181,7598;173,3666;165,0661;151,4449;146,0733;140,7468;135,4666;127,6347;117,3631;114,8266;109,7924;104,8109;99,8834;95,0115;90,1965;85,4402;87,8109;85,4402;90,1965;122,474;187,4057;301,5665;333,5578;343,2982;362,9708
01/12/1990;650,5149;587,0787;539,6064;510,8597;457,9624;409,8306;382,8926;369,5841;353,1029;327,1003;295,2586;285,8551;295,2586;598,1635;568,711;514,4331;514,4331;500,1742;486,0084;471,9373;440,6313;392,9448;340,0442;327,1003;292,1163;261,1288;239,9265;225,0405;213,2925;204,578;195,9485
01/11/1990;1018,8888;950,6407;904,4108;858,76;830,0181;781,7006;715,4133;665,6565;773,8322;900,2366;896,0671;891,9025;900,2366;875,2924;858,76;862,8858;916,9621;984,618;993,1584;1001,717;1023,193;1027,5017;993,1584;959,1072;925,3535;900,2366;862,8858;821,8508;765,9822;711,5566;
01/10/1990;789,5874;773,8322;750,3379;719,2748;700,0156;696,1782;692,3458;650,5149;635,4543;557,7555;769,9049;750,3379;838,2052;887,7427;1132,2362;1221,6978;1231,7562;1287,5531;1328,633;1338,9681;1338,9681;1328,633;1297,7838;1292,665;1287,5531;1287,5531;1272,2563;1231,7562;1186,7046;1132,2362;1123,4127
01/09/1990;1464,9938;1470,3242;1470,3242;1464,9938;1470,3242;1454,3519;1481,0038;1491,7084;1454,3519;1380,5676;1308,0406;1262,0916;1313,179;1292,665;1211,6661;1163,2528;1127,8223;1097,0453;1062,1323;1018,8888;1014,589;1014,589;1010,2938;976,096;933,7638;900,2366;862,8858;821,8508;813,7037;834,1092;
01/08/1990;1649,7008;1649,7008;1627,6034;1583,6998;1523,9719;1443,7352;1338,9681;1181,7325;1066,481;921,1554;769,9049;669,4544;601,8691;550,4792;500,1742;468,4345;500,1742;482,4817;646,7422;1211,6661;1297,7838;1262,0916;1251,9531;1206,6603;1176,6091;1172,1528;1328,633;1443,7352;1464,9938;1443,7352;1427,8575
01/07/1990;433,7424;406,4404;382,8926;359,6745;340,0442;343,2982;376,2248;403,0566;416,6305;416,6305;396,3088;376,2248;346,5594;330,3254;317,4691;333,5578;583,3944;669,4544;825,9319;997,4354;1241,8413;1359,7163;1380,5676;1401,5215;1406,776;1401,5215;1422,5776;1491,7084;1551,0286;1600,118;1627,6034
01/06/1990;1097,0453;1282,4476;1644,1674;1795,664;1807,0571;1881,6796;1887,4603;1835,6421;1767,2834;1716,5696;1671,8947;1638,64;1605,6029;1605,6029;1655,2402;1622,0942;1551,0286;1391,0319;1318,3239;1226,7236;1088,2908;971,8418;854,6392;738,6537;669,4544;639,2118;594,4633;554,1146;503,7302;461,447;
01/05/1990;1097,0453;1114,6063;1110,2096;1070,8342;1027,5017;963,3475;891,9025;846,4123;781,7006;727,0121;673,2572;613,0173;528,7839;471,9373;426,8786;396,3088;409,8306;475,4461;507,2921;532,3858;546,8494;550,4792;521,5971;503,7302;486,0084;457,9624;433,7424;403,0566;406,4404;734,7684;883,5878
01/04/1990;447,5452;546,8494;557,7555;568,711;565,0537;572,3737;594,4633;654,2928;805,5768;805,5768;754,242;727,0121;696,1782;680,8779;642,9744;561,4019;510,8597;475,4461;423,4562;376,2248;353,1029;340,0442;349,8276;359,6745;349,8276;333,5578;323,8825;493,0796;805,5768;1092,6659;
01/03/1990;468,4345;426,8786;379,5553;346,5594;323,8825;311,0854;333,5578;369,5841;379,5553;372,901;396,3088;353,1029;340,0442;330,3254;336,7974;330,3254;330,3254;349,8276;386,2367;406,4404;403,0566;389,5874;372,901;389,5874;403,0566;409,8306;413,2274;433,7424;447,5452;528,7839;532,3858
01/02/1990;1881,6796;1778,618;1660,7856;1534,7761;1385,7965;1226,7236;1053,448;900,2366;765,9822;642,9744;576,0419;521,5971;532,3858;598,1635;616,7439;624,2126;620,4756;605,5799;579,7154;561,4019;546,8494;535,9933;565,0537;557,7555;528,7839;525,1877;532,3858;500,1742;;;
01/01/1990;201,692;245,9419;349,8276;457,9624;543,2251;572,3737;576,0419;605,5799;680,8779;719,2748;781,7006;879,4376;971,8418;1110,2096;1201,6613;1246,8939;1349,3293;1412,0367;1433,1437;1454,3519;1497,0701;1644,1674;1870,1356;1998,3777;2069,4812;2153,4475;2183,6968;2165,5308;2117,3293;2051,63;1968,9901
01/12/1989;187,4057;187,4057;193,0911;195,9485;184,5778;170,5893;151,4449;138,1009;132,844;130,2333;122,474;127,6347;117,3631;122,474;132,844;132,844;127,6347;119,9123;112,303;112,303;109,7924;109,7924;114,8266;135,4666;151,4449;156,8608;154,1474;154,1474;162,3203;165,0661;176,1541
