Data;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31
01/11/1971;225,0405;228;230,9684;230,9684;225,0405;213,2925;201,692;187,4057;178,9519;170,5893;162,3203;156,8608;151,4449;146,0733;140,7468;135,4666;130,2333;125,0482;122,474;119,9123;114,8266;112,303;107,295;104,8109;107,295;112,303;114,8266;119,9123;122,474;127,6347;
01/10/1971;298,4087;285,8551;273,4274;251,9914;236,9317;228;236,9317;273,4274;276,5223;301,5665;451,0114;642,9744;765,9822;813,7037;830,0181;830,0181;825,9319;809,6377;781,7006;730,8879;650,5149;543,2251;451,0114;392,9448;362,9708;346,5594;317,4691;292,1163;270,3405;248,9624;233,9457
01/09/1971;204,578;198,8154;190,2435;190,2435;190,2435;210,3784;264,1912;320,6721;336,7974;356,3852;362,9708;372,901;379,5553;359,6745;343,2982;330,3254;320,6721;304,7319;282,7362;264,1912;245,9419;228;219,1483;222,0899;239,9265;255,0288;270,3405;288,9818;304,7319;307,9049;
01/08/1971;433,7424;426,8786;409,8306;382,8926;356,3852;327,1003;343,2982;409,8306;433,7424;475,4461;496,6239;478,9609;457,9624;444,0852;426,8786;396,3088;369,5841;343,2982;323,8825;304,7319;285,8551;270,3405;258,0746;251,9914;255,0288;255,0288;236,9317;230,9684;219,1483;213,2925;207,4735
01/07/1971;576,0419;561,4019;565,0537;805,5768;1097,0453;1154,3698;1149,9346;1145,5035;1127,8223;1114,6063;1119,0074;1127,8223;1132,2362;1123,4127;1097,0453;1057,7878;1001,717;950,6407;883,5878;809,6377;727,0121;650,5149;583,3944;518,0123;447,5452;392,9448;359,6745;340,0442;346,5594;430,3073;444,0852
01/06/1971;887,7427;879,4376;887,7427;916,9621;950,6407;1006,0032;1057,7878;1211,6661;1529,3708;1677,458;1671,8947;1633,1187;1594,6392;1551,0286;1518,5791;1497,0701;1475,6609;1449,0404;1417,304;1370,1292;1313,179;1241,8413;1167,7007;1079,5538;971,8418;871,1519;781,7006;719,2748;665,6565;609,296;
01/05/1971;785,6417;754,242;723,141;700,0156;734,7684;781,7006;867,0164;997,4354;1049,1124;1053,448;1049,1124;1036,1326;1014,589;997,4354;971,8418;954,8716;921,1554;883,5878;842,3063;801,5209;765,9822;719,2748;661,8635;616,7439;692,3458;809,6377;858,76;896,0671;912,7736;912,7736;896,0671
01/04/1971;838,2052;789,5874;738,6537;688,5183;642,9744;576,0419;514,4331;447,5452;392,9448;372,901;343,2982;317,4691;301,5665;285,8551;279,6253;379,5553;503,7302;482,4817;482,4817;503,7302;565,0537;825,9319;929,5563;954,8716;963,3475;942,1929;904,4108;867,0164;834,1092;805,5768;
01/03/1971;554,1146;514,4331;475,4461;447,5452;440,6313;454,4838;471,9373;486,0084;500,1742;510,8597;510,8597;496,6239;493,0796;510,8597;554,1146;587,0787;594,4633;576,0419;546,8494;539,6064;605,5799;646,7422;677,0651;730,8879;727,0121;777,7641;967,5924;1010,2938;976,096;929,5563;891,9025
01/02/1971;590,7683;572,3737;565,0537;557,7555;546,8494;525,1877;583,3944;642,9744;624,2126;620,4756;620,4756;627,9547;635,4543;631,7019;627,9547;624,2126;616,7439;620,4756;609,296;579,7154;550,4792;539,6064;598,1635;620,4756;627,9547;620,4756;598,1635;572,3737;;;
01/01/1971;1699,7717;1835,6421;1974,8563;2069,4812;2147,414;2238,4893;2293,7202;2324,592;2418,0066;2480,9429;2506,2637;2518,9553;2531,6677;2525,3088;2493,5928;2449,4092;2399,2285;2349,3857;2275,2615;2183,6968;2081,41;1963,1295;1829,9135;1671,8947;1497,0701;1297,7838;1114,6063;946,4144;793,5376;688,5183;631,7019
01/12/1970;125,0482;130,2333;140,7468;146,0733;140,7468;130,2333;125,0482;114,8266;109,7924;112,303;154,1474;233,9457;285,8551;314,2735;340,0442;392,9448;514,4331;561,4019;598,1635;565,0537;510,8597;496,6239;658,0756;976,096;1181,7325;1349,3293;1449,0404;1475,6609;1475,6609;1502,438;1600,118
01/11/1970;535,9933;500,1742;451,0114;396,3088;356,3852;323,8825;301,5665;279,6253;270,3405;270,3405;270,3405;276,5223;279,6253;273,4274;267,2618;251,9914;242,9299;233,9457;210,3784;193,0911;176,1541;162,3203;148,7535;143,4043;138,1009;132,844;127,6347;125,0482;122,474;125,0482;
01/10/1970;478,9609;528,7839;650,5149;688,5183;688,5183;665,6565;620,4756;579,7154;650,5149;658,0756;620,4756;601,8691;587,0787;557,7555;521,5971;482,4817;451,0114;440,6313;496,6239;583,3944;703,8577;773,8322;769,9049;758,1507;746,4384;723,141;688,5183;658,0756;631,7019;605,5799;576,0419
01/09/1970;213,2925;216,2158;207,4735;198,8154;190,2435;210,3784;336,7974;386,2367;379,5553;376,2248;366,274;340,0442;320,6721;336,7974;333,5578;314,2735;298,4087;285,8551;270,3405;258,0746;251,9914;267,2618;307,9049;369,5841;430,3073;451,0114;447,5452;437,1837;464,9377;478,9609;
01/08/1970;386,2367;362,9708;343,2982;323,8825;301,5665;279,6253;270,3405;261,1288;248,9624;236,9317;225,0405;219,1483;210,3784;201,692;198,8154;190,2435;184,5778;178,9519;176,1541;173,3666;167,8225;165,0661;167,8225;178,9519;181,7598;178,9519;178,9519;190,2435;204,578;201,692;204,578
01/07/1970;1344,1455;1438,4363;1502,438;1523,9719;1523,9719;1523,9719;1518,5791;1529,3708;1529,3708;1513,1926;1486,353;1454,3519;1406,776;1359,7163;1277,3488;1236,7954;1097,0453;984,618;875,2924;777,7641;692,3458;609,296;535,9933;475,4461;413,2274;372,901;346,5594;333,5578;353,1029;403,0566;409,8306
01/06/1970;170,5893;165,0661;156,8608;151,4449;146,0733;159,5852;225,0405;392,9448;518,0123;620,4756;677,0651;692,3458;703,8577;879,4376;967,5924;984,618;984,618;1014,589;1075,1918;1066,481;1040,4548;1040,4548;1149,9346;1196,669;1201,6613;1186,7046;1176,6091;1167,7007;1206,6603;1262,0916;
01/05/1970;122,474;125,0482;125,0482;130,2333;154,1474;233,9457;330,3254;451,0114;550,4792;605,5799;624,2126;624,2126;609,296;579,7154;554,1146;528,7839;510,8597;489,541;475,4461;471,9373;471,9373;430,3073;372,901;314,2735;267,2618;239,9265;222,0899;204,578;195,9485;187,4057;178,9519
01/04/1970;204,578;201,692;213,2925;225,0405;270,3405;323,8825;353,1029;376,2248;379,5553;366,274;340,0442;311,0854;282,7362;258,0746;239,9265;216,2158;201,692;190,2435;178,9519;165,0661;156,8608;148,7535;140,7468;135,4666;130,2333;125,0482;122,474;114,8266;119,9123;122,474;
01/03/1970;239,9265;216,2158;195,9485;178,9519;170,5893;162,3203;154,1474;148,7535;154,1474;159,5852;170,5893;195,9485;258,0746;273,4274;276,5223;279,6253;292,1163;298,4087;323,8825;353,1029;353,1029;359,6745;382,8926;399,6794;379,5553;336,7974;307,9049;276,5223;251,9914;233,9457;219,1483
01/02/1970;170,5893;198,8154;267,2618;343,2982;423,4562;521,5971;613,0173;605,5799;550,4792;503,7302;457,9624;440,6313;379,5553;343,2982;314,2735;307,9049;295,2586;285,8551;282,7362;282,7362;282,7362;292,1163;304,7319;323,8825;327,1003;314,2735;292,1163;264,1912;;;
01/01/1970;359,6745;426,8786;482,4817;532,3858;557,7555;546,8494;528,7839;500,1742;489,541;510,8597;461,447;409,8306;369,5841;336,7974;317,4691;311,0854;307,9049;298,4087;298,4087;314,2735;320,6721;311,0854;295,2586;273,4274;255,0288;245,9419;236,9317;228;210,3784;193,0911;173,3666
01/12/1969;813,7037;769,9049;719,2748;669,4544;616,7439;557,7555;510,8597;447,5452;392,9448;340,0442;301,5665;285,8551;333,5578;359,6745;340,0442;327,1003;311,0854;279,6253;248,9624;225,0405;207,4735;210,3784;225,0405;236,9317;230,9684;222,0899;225,0405;225,0405;222,0899;261,1288;301,5665
01/11/1969;362,9708;382,8926;413,2274;440,6313;430,3073;413,2274;433,7424;471,9373;496,6239;518,0123;525,1877;521,5971;528,7839;554,1146;601,8691;665,6565;742,5437;817,7748;862,8858;904,4108;925,3535;959,1072;1014,589;1031,815;1036,1326;1014,589;976,096;937,976;900,2366;854,6392;
01/10/1969;568,711;650,5149;684,6956;688,5183;684,6956;673,2572;669,4544;680,8779;692,3458;715,4133;723,141;711,5566;684,6956;658,0756;631,7019;605,5799;579,7154;539,6064;493,0796;430,3073;362,9708;333,5578;327,1003;323,8825;317,4691;311,0854;304,7319;298,4087;282,7362;285,8551;330,3254
01/09/1969;258,0746;248,9624;233,9457;230,9684;248,9624;245,9419;233,9457;228;230,9684;228;216,2158;201,692;193,0911;181,7598;176,1541;170,5893;165,0661;156,8608;162,3203;219,1483;323,8825;314,2735;304,7319;292,1163;270,3405;245,9419;225,0405;219,1483;264,1912;426,8786;
01/08/1969;298,4087;282,7362;270,3405;258,0746;248,9624;251,9914;267,2618;273,4274;264,1912;258,0746;245,9419;236,9317;228;222,0899;213,2925;210,3784;210,3784;201,692;195,9485;190,2435;187,4057;181,7598;176,1541;173,3666;181,7598;207,4735;239,9265;245,9419;261,1288;270,3405;264,1912
01/07/1969;980,3547;921,1554;850,5233;785,6417;723,141;661,8635;624,2126;673,2572;875,2924;942,1929;954,8716;963,3475;967,5924;963,3475;946,4144;912,7736;875,2924;842,3063;805,5768;762,0641;727,0121;680,8779;639,2118;598,1635;557,7555;510,8597;461,447;403,0566;359,6745;336,7974;314,2735
01/06/1969;937,976;933,7638;912,7736;883,5878;862,8858;842,3063;817,7748;793,5376;762,0641;719,2748;680,8779;635,4543;583,3944;565,0537;700,0156;742,5437;754,242;1119,0074;1241,8413;1246,8939;1272,2563;1287,5531;1277,3488;1272,2563;1251,9531;1231,7562;1191,6833;1149,9346;1101,4291;1044,7814;
01/05/1969;908,5898;871,1519;830,0181;789,5874;688,5183;583,3944;496,6239;426,8786;376,2248;340,0442;314,2735;301,5665;298,4087;288,9818;273,4274;258,0746;242,9299;230,9684;222,0899;210,3784;201,692;195,9485;187,4057;195,9485;225,0405;468,4345;742,5437;825,9319;858,76;900,2366;942,1929
01/04/1969;320,6721;416,6305;475,4461;568,711;1023,193;1282,4476;1302,909;1313,179;1282,4476;1226,7236;1181,7325;1145,5035;1110,2096;1062,1323;993,1584;912,7736;830,0181;750,3379;680,8779;594,4633;521,5971;565,0537;813,7037;921,1554;937,976;942,1929;946,4144;937,976;942,1929;933,7638;
01/03/1969;550,4792;635,4543;654,2928;665,6565;688,5183;692,3458;665,6565;613,0173;568,711;510,8597;454,4838;409,8306;379,5553;362,9708;346,5594;320,6721;288,9818;251,9914;228;242,9299;279,6253;292,1163;304,7319;276,5223;245,9419;242,9299;311,0854;362,9708;376,2248;366,274;346,5594
01/02/1969;173,3666;187,4057;193,0911;201,692;204,578;201,692;201,692;216,2158;219,1483;222,0899;239,9265;267,2618;285,8551;292,1163;273,4274;276,5223;298,4087;333,5578;399,6794;535,9933;598,1635;642,9744;677,0651;680,8779;654,2928;609,296;572,3737;554,1146;;;
01/01/1969;317,4691;301,5665;298,4087;301,5665;298,4087;301,5665;327,1003;353,1029;376,2248;409,8306;482,4817;482,4817;471,9373;457,9624;433,7424;392,9448;340,0442;298,4087;264,1912;233,9457;207,4735;190,2435;173,3666;165,0661;156,8608;151,4449;146,0733;154,1474;159,5852;167,8225;167,8225
01/12/1968;156,8608;178,9519;159,5852;148,7535;140,7468;140,7468;138,1009;130,2333;127,6347;130,2333;122,474;114,8266;109,7924;104,8109;97,4404;90,1965;85,4402;83,0845;78,4194;73,8174;71,5408;80,7442;125,0482;276,5223;546,8494;601,8691;525,1877;454,4838;409,8306;372,901;340,0442
01/11/1968;642,9744;715,4133;719,2748;696,1782;639,2118;576,0419;539,6064;514,4331;478,9609;468,4345;468,4345;451,0114;416,6305;382,8926;353,1029;320,6721;292,1163;255,0288;222,0899;193,0911;173,3666;154,1474;146,0733;135,4666;125,0482;117,3631;112,303;112,303;122,474;132,844;
01/10/1968;135,4666;130,2333;130,2333;125,0482;119,9123;112,303;102,3403;95,0115;95,0115;97,4404;97,4404;92,5968;87,8109;85,4402;83,0845;83,0845;87,8109;97,4404;107,295;114,8266;119,9123;125,0482;132,844;135,4666;132,844;138,1009;143,4043;146,0733;167,8225;242,9299;420,0402
01/09/1968;78,4194;80,7442;80,7442;85,4402;90,1965;92,5968;92,5968;87,8109;80,7442;71,5408;69,2808;76,1104;83,0845;85,4402;83,0845;80,7442;80,7442;80,7442;78,4194;87,8109;117,3631;170,5893;178,9519;193,0911;216,2158;216,2158;198,8154;173,3666;154,1474;143,4043;
01/08/1968;80,7442;78,4194;76,1104;76,1104;73,8174;73,8174;73,8174;80,7442;99,8834;122,474;132,844;132,844;130,2333;130,2333;122,474;112,303;102,3403;95,0115;90,1965;83,0845;80,7442;80,7442;76,1104;76,1104;73,8174;71,5408;69,2808;69,2808;67,0377;67,0377;73,8174
01/07/1968;85,4402;83,0845;80,7442;80,7442;85,4402;92,5968;97,4404;122,474;181,7598;204,578;195,9485;181,7598;173,3666;162,3203;148,7535;135,4666;122,474;112,303;107,295;102,3403;99,8834;95,0115;95,0115;95,0115;92,5968;87,8109;90,1965;87,8109;85,4402;83,0845;80,7442
01/06/1968;85,4402;85,4402;80,7442;80,7442;78,4194;83,0845;99,8834;132,844;156,8608;170,5893;170,5893;167,8225;154,1474;140,7468;127,6347;119,9123;112,303;104,8109;102,3403;99,8834;97,4404;95,0115;95,0115;95,0115;95,0115;95,0115;95,0115;92,5968;87,8109;85,4402;
01/05/1968;165,0661;154,1474;148,7535;140,7468;130,2333;119,9123;112,303;107,295;102,3403;97,4404;95,0115;95,0115;92,5968;90,1965;95,0115;99,8834;104,8109;117,3631;127,6347;132,844;138,1009;138,1009;130,2333;119,9123;109,7924;104,8109;97,4404;95,0115;92,5968;90,1965;87,8109
01/04/1968;156,8608;170,5893;198,8154;230,9684;267,2618;285,8551;285,8551;267,2618;242,9299;216,2158;193,0911;176,1541;162,3203;146,0733;135,4666;125,0482;117,3631;112,303;109,7924;132,844;165,0661;170,5893;165,0661;162,3203;154,1474;143,4043;135,4666;132,844;156,8608;167,8225;
01/03/1968;119,9123;114,8266;107,295;102,3403;97,4404;95,0115;92,5968;92,5968;99,8834;117,3631;143,4043;176,1541;239,9265;264,1912;258,0746;267,2618;267,2618;248,9624;228;204,578;181,7598;178,9519;181,7598;187,4057;187,4057;184,5778;181,7598;170,5893;159,5852;151,4449;148,7535
01/02/1968;711,5566;688,5183;661,8635;635,4543;605,5799;572,3737;539,6064;493,0796;440,6313;386,2367;320,6721;258,0746;213,2925;198,8154;190,2435;184,5778;178,9519;178,9519;173,3666;165,0661;159,5852;151,4449;146,0733;140,7468;135,4666;130,2333;125,0482;125,0482;125,0482;;
01/01/1968;170,5893;184,5778;198,8154;201,692;201,692;193,0911;184,5778;178,9519;176,1541;173,3666;173,3666;176,1541;170,5893;159,5852;156,8608;154,1474;159,5852;181,7598;213,2925;276,5223;359,6745;468,4345;594,4633;669,4544;696,1782;742,5437;750,3379;723,141;719,2748;727,0121;730,8879
01/12/1967;433,7424;457,9624;639,2118;777,7641;781,7006;773,8322;777,7641;762,0641;734,7684;703,8577;650,5149;609,296;576,0419;539,6064;507,2921;475,4461;454,4838;433,7424;413,2274;379,5553;346,5594;311,0854;282,7362;258,0746;239,9265;222,0899;204,578;187,4057;173,3666;162,3203;159,5852
01/11/1967;279,6253;301,5665;369,5841;376,2248;320,6721;276,5223;242,9299;219,1483;201,692;181,7598;167,8225;162,3203;156,8608;154,1474;170,5893;187,4057;193,0911;228;245,9419;239,9265;233,9457;239,9265;251,9914;255,0288;242,9299;233,9457;261,1288;298,4087;399,6794;413,2274;
01/10/1967;225,0405;210,3784;198,8154;190,2435;181,7598;173,3666;170,5893;176,1541;176,1541;170,5893;165,0661;156,8608;156,8608;151,4449;146,0733;138,1009;132,844;127,6347;127,6347;162,3203;264,1912;311,0854;336,7974;346,5594;362,9708;362,9708;343,2982;323,8825;307,9049;298,4087;288,9818
01/09/1967;230,9684;225,0405;236,9317;225,0405;216,2158;213,2925;210,3784;207,4735;213,2925;219,1483;216,2158;213,2925;267,2618;346,5594;346,5594;343,2982;349,8276;336,7974;307,9049;292,1163;336,7974;389,5874;372,901;353,1029;353,1029;333,5578;304,7319;282,7362;258,0746;239,9265;
01/08/1967;184,5778;178,9519;170,5893;165,0661;159,5852;156,8608;151,4449;146,0733;143,4043;140,7468;138,1009;143,4043;154,1474;193,0911;236,9317;276,5223;298,4087;304,7319;298,4087;282,7362;292,1163;416,6305;478,9609;486,0084;457,9624;416,6305;366,274;333,5578;298,4087;270,3405;245,9419
01/07/1967;242,9299;255,0288;242,9299;233,9457;228;222,0899;210,3784;198,8154;187,4057;193,0911;207,4735;213,2925;230,9684;279,6253;330,3254;369,5841;403,0566;423,4562;423,4562;409,8306;392,9448;369,5841;343,2982;314,2735;288,9818;270,3405;251,9914;233,9457;219,1483;207,4735;193,0911
01/06/1967;125,0482;119,9123;122,474;146,0733;193,0911;369,5841;496,6239;565,0537;583,3944;557,7555;510,8597;464,9377;444,0852;457,9624;468,4345;486,0084;500,1742;518,0123;521,5971;503,7302;475,4461;440,6313;406,4404;366,274;330,3254;298,4087;270,3405;248,9624;233,9457;228;
01/05/1967;195,9485;187,4057;178,9519;170,5893;165,0661;156,8608;148,7535;143,4043;140,7468;135,4666;132,844;130,2333;127,6347;127,6347;122,474;119,9123;117,3631;114,8266;112,303;117,3631;122,474;130,2333;176,1541;248,9624;228;204,578;187,4057;173,3666;159,5852;143,4043;132,844
01/04/1967;838,2052;916,9621;933,7638;887,7427;817,7748;734,7684;650,5149;576,0419;507,2921;444,0852;389,5874;353,1029;320,6721;301,5665;282,7362;267,2618;251,9914;242,9299;230,9684;222,0899;213,2925;207,4735;198,8154;190,2435;184,5778;181,7598;178,9519;187,4057;198,8154;201,692;
01/03/1967;1027,5017;1075,1918;1070,8342;1079,5538;1163,2528;1226,7236;1191,6833;1167,7007;1154,3698;1132,2362;1101,4291;1066,481;1031,815;993,1584;937,976;883,5878;821,8508;754,242;680,8779;601,8691;532,3858;471,9373;437,1837;420,0402;413,2274;406,4404;396,3088;461,447;631,7019;703,8577;769,9049
01/02/1967;366,274;359,6745;359,6745;369,5841;379,5553;372,901;392,9448;416,6305;437,1837;444,0852;454,4838;482,4817;518,0123;550,4792;528,7839;503,7302;557,7555;684,6956;746,4384;769,9049;813,7037;842,3063;875,2924;896,0671;908,5898;980,3547;1023,193;997,4354;;;
01/01/1967;650,5149;590,7683;521,5971;507,2921;546,8494;525,1877;496,6239;461,447;486,0084;514,4331;521,5971;521,5971;525,1877;510,8597;489,541;451,0114;413,2274;386,2367;376,2248;362,9708;353,1029;366,274;382,8926;386,2367;399,6794;423,4562;437,1837;430,3073;413,2274;399,6794;379,5553
01/12/1966;261,1288;251,9914;261,1288;311,0854;396,3088;433,7424;451,0114;440,6313;420,0402;392,9448;389,5874;392,9448;430,3073;426,8786;426,8786;457,9624;518,0123;572,3737;661,8635;850,5233;904,4108;916,9621;933,7638;925,3535;875,2924;817,7748;765,9822;738,6537;727,0121;715,4133;688,5183
01/11/1966;1149,9346;1132,2362;1110,2096;1079,5538;1053,448;1027,5017;1001,717;967,5924;937,976;1006,0032;1031,815;993,1584;954,8716;921,1554;883,5878;834,1092;781,7006;730,8879;677,0651;613,0173;554,1146;503,7302;464,9377;420,0402;392,9448;366,274;343,2982;323,8825;301,5665;279,6253;
01/10/1966;233,9457;228;233,9457;282,7362;311,0854;320,6721;409,8306;635,4543;742,5437;785,6417;813,7037;821,8508;817,7748;785,6417;742,5437;707,7048;696,1782;723,141;769,9049;711,5566;688,5183;680,8779;801,5209;862,8858;846,4123;834,1092;896,0671;1110,2096;1163,2528;1176,6091;1163,2528
01/09/1966;389,5874;514,4331;590,7683;734,7684;821,8508;838,2052;842,3063;834,1092;789,5874;742,5437;692,3458;646,7422;583,3944;528,7839;486,0084;514,4331;565,0537;576,0419;572,3737;550,4792;518,0123;468,4345;423,4562;376,2248;340,0442;311,0854;288,9818;270,3405;255,0288;242,9299;
01/08/1966;195,9485;187,4057;181,7598;187,4057;204,578;198,8154;184,5778;173,3666;167,8225;165,0661;159,5852;156,8608;156,8608;156,8608;154,1474;148,7535;146,0733;154,1474;159,5852;170,5893;170,5893;165,0661;159,5852;165,0661;176,1541;176,1541;170,5893;178,9519;201,692;245,9419;288,9818
01/07/1966;834,1092;817,7748;805,5768;777,7641;746,4384;680,8779;624,2126;576,0419;525,1877;478,9609;430,3073;386,2367;343,2982;307,9049;292,1163;285,8551;273,4274;255,0288;236,9317;230,9684;219,1483;213,2925;233,9457;264,1912;264,1912;261,1288;258,0746;251,9914;239,9265;222,0899;207,4735
01/06/1966;167,8225;159,5852;154,1474;148,7535;143,4043;140,7468;135,4666;130,2333;127,6347;125,0482;122,474;119,9123;127,6347;204,578;292,1163;288,9818;292,1163;478,9609;500,1742;468,4345;444,0852;416,6305;382,8926;389,5874;406,4404;416,6305;440,6313;454,4838;565,0537;797,4923;
01/05/1966;222,0899;219,1483;219,1483;219,1483;216,2158;239,9265;276,5223;317,4691;336,7974;336,7974;327,1003;304,7319;282,7362;267,2618;258,0746;248,9624;239,9265;228;216,2158;201,692;187,4057;181,7598;178,9519;190,2435;190,2435;193,0911;198,8154;198,8154;187,4057;181,7598;176,1541
01/04/1966;346,5594;327,1003;304,7319;279,6253;267,2618;258,0746;251,9914;251,9914;261,1288;270,3405;276,5223;279,6253;276,5223;270,3405;261,1288;251,9914;242,9299;233,9457;228;222,0899;210,3784;198,8154;187,4057;178,9519;178,9519;184,5778;193,0911;204,578;216,2158;222,0899;
01/03/1966;1380,5676;1354,5197;1318,3239;1282,4476;1236,7954;1201,6613;1149,9346;1101,4291;1049,1124;1001,717;963,3475;896,0671;825,9319;750,3379;669,4544;594,4633;528,7839;468,4345;409,8306;372,901;343,2982;336,7974;327,1003;317,4691;320,6721;396,3088;389,5874;379,5553;379,5553;366,274;346,5594
01/02/1966;468,4345;471,9373;478,9609;496,6239;503,7302;503,7302;486,0084;546,8494;565,0537;669,4544;742,5437;896,0671;1010,2938;1070,8342;1141,0769;1282,4476;1375,3451;1412,0367;1412,0367;1401,5215;1396,2734;1406,776;1422,5776;1422,5776;1396,2734;1391,0319;1406,776;1412,0367;;;
01/01/1966;680,8779;677,0651;661,8635;639,2118;650,5149;642,9744;609,296;601,8691;605,5799;583,3944;550,4792;521,5971;500,1742;471,9373;440,6313;406,4404;366,274;333,5578;323,8825;340,0442;362,9708;372,901;369,5841;359,6745;366,274;406,4404;451,0114;447,5452;440,6313;454,4838;468,4345
01/12/1965;413,2274;423,4562;433,7424;416,6305;399,6794;433,7424;444,0852;461,447;507,2921;486,0084;525,1877;711,5566;758,1507;742,5437;715,4133;700,0156;684,6956;665,6565;700,0156;950,6407;1014,589;1036,1326;1023,193;971,8418;912,7736;887,7427;838,2052;797,4923;750,3379;727,0121;700,0156
01/11/1965;503,7302;454,4838;409,8306;372,901;372,901;486,0084;518,0123;532,3858;550,4792;500,1742;461,447;486,0084;654,2928;809,6377;916,9621;937,976;946,4144;925,3535;879,4376;830,0181;765,9822;700,0156;616,7439;546,8494;482,4817;464,9377;493,0796;482,4817;451,0114;430,3073;
01/10/1965;1062,1323;1308,0406;1323,4752;1323,4752;1282,4476;1231,7562;1221,6978;1241,8413;1226,7236;1211,6661;1211,6661;1163,2528;1083,92;1006,0032;921,1554;830,0181;719,2748;635,4543;568,711;514,4331;475,4461;440,6313;454,4838;468,4345;471,9373;475,4461;486,0084;514,4331;624,2126;624,2126;565,0537
01/09/1965;680,8779;631,7019;587,0787;535,9933;471,9373;430,3073;416,6305;409,8306;406,4404;396,3088;399,6794;399,6794;379,5553;362,9708;379,5553;396,3088;379,5553;362,9708;409,8306;489,541;471,9373;444,0852;433,7424;409,8306;382,8926;379,5553;444,0852;478,9609;510,8597;609,296;
01/08/1965;568,711;554,1146;539,6064;543,2251;528,7839;500,1742;468,4345;437,1837;406,4404;379,5553;356,3852;336,7974;323,8825;311,0854;304,7319;304,7319;301,5665;292,1163;301,5665;454,4838;688,5183;805,5768;875,2924;900,2366;896,0671;879,4376;858,76;842,3063;809,6377;769,9049;727,0121
01/07/1965;213,2925;236,9317;426,8786;777,7641;1075,1918;1186,7046;1236,7954;1236,7954;1226,7236;1323,4752;1417,304;1470,3242;1486,353;1497,0701;1502,438;1497,0701;1481,0038;1449,0404;1401,5215;1359,7163;1323,4752;1236,7954;1141,0769;1044,7814;950,6407;867,0164;785,6417;719,2748;654,2928;594,4633;579,7154
01/06/1965;769,9049;692,3458;624,2126;576,0419;521,5971;430,3073;366,274;340,0442;327,1003;320,6721;333,5578;343,2982;340,0442;346,5594;382,8926;433,7424;430,3073;413,2274;389,5874;362,9708;333,5578;314,2735;295,2586;276,5223;264,1912;251,9914;242,9299;233,9457;225,0405;219,1483;
01/05/1965;723,141;908,5898;980,3547;997,4354;963,3475;908,5898;850,5233;797,4923;750,3379;765,9822;912,7736;954,8716;959,1072;1097,0453;1349,3293;1438,4363;1433,1437;1417,304;1396,2734;1375,3451;1370,1292;1375,3451;1375,3451;1359,7163;1328,633;1282,4476;1211,6661;1132,2362;1044,7814;950,6407;854,6392
01/04/1965;148,7535;138,1009;132,844;125,0482;119,9123;119,9123;119,9123;130,2333;151,4449;167,8225;178,9519;178,9519;178,9519;165,0661;151,4449;143,4043;132,844;125,0482;122,474;117,3631;117,3631;119,9123;122,474;114,8266;109,7924;109,7924;109,7924;117,3631;204,578;413,2274;
01/03/1965;216,2158;273,4274;336,7974;386,2367;447,5452;486,0084;496,6239;482,4817;489,541;496,6239;496,6239;486,0084;454,4838;430,3073;403,0566;372,901;340,0442;301,5665;267,2618;233,9457;210,3784;198,8154;187,4057;190,2435;195,9485;198,8154;193,0911;184,5778;176,1541;167,8225;159,5852
01/02/1965;270,3405;307,9049;343,2982;366,274;396,3088;403,0566;386,2367;362,9708;336,7974;327,1003;311,0854;295,2586;288,9818;285,8551;276,5223;270,3405;270,3405;282,7362;242,9299;204,578;198,8154;187,4057;173,3666;162,3203;156,8608;151,4449;165,0661;187,4057;;;
01/01/1965;181,7598;176,1541;170,5893;165,0661;156,8608;146,0733;138,1009;132,844;130,2333;122,474;117,3631;117,3631;127,6347;143,4043;156,8608;173,3666;193,0911;213,2925;210,3784;201,692;204,578;213,2925;225,0405;228;219,1483;219,1483;245,9419;248,9624;248,9624;239,9265;255,0288
01/12/1964;138,1009;162,3203;210,3784;267,2618;304,7319;307,9049;301,5665;295,2586;279,6253;255,0288;233,9457;216,2158;222,0899;219,1483;204,578;181,7598;167,8225;151,4449;146,0733;138,1009;135,4666;138,1009;143,4043;151,4449;156,8608;165,0661;159,5852;151,4449;176,1541;207,4735;201,692
01/11/1964;239,9265;222,0899;213,2925;213,2925;222,0899;236,9317;228;210,3784;204,578;198,8154;187,4057;176,1541;165,0661;154,1474;146,0733;146,0733;146,0733;148,7535;159,5852;162,3203;162,3203;165,0661;170,5893;165,0661;159,5852;151,4449;143,4043;138,1009;132,844;135,4666;
01/10/1964;550,4792;546,8494;518,0123;489,541;461,447;426,8786;399,6794;382,8926;362,9708;340,0442;320,6721;301,5665;285,8551;270,3405;261,1288;248,9624;233,9457;222,0899;210,3784;204,578;213,2925;233,9457;230,9684;222,0899;213,2925;225,0405;251,9914;261,1288;261,1288;264,1912;261,1288
